time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-3.55506984932e-07,-7.63184332209e-08,10.0017550158,6.28303730782,0.000341361845187,0.0,-3.00469898638e-05,-9.13630344013e-06,0.0584987632042,-0.00792349498175,0.0151546719039,0.0,423.6819486578328,424.98258816916666,423.06336040127417,422.3807534357347
0.12000000000000001,-1.51037707968e-05,-6.61825977843e-06,10.0131041482,6.28258671466,0.00118972878643,0.0,-0.000572289651095,-0.000267195828261,0.319768547804,-0.00669521419059,0.0120275709361,0.0,485.3080233554869,485.07316271383905,485.5538970889191,485.64613733670944
0.18,-7.77884593833e-05,-3.68025743378e-05,10.0355274116,6.28199937498,0.00245861436093,0.0,-0.00162437510837,-0.000789063111424,0.427638532929,-0.0168330262692,0.0349928285296,0.0,439.5019746835611,441.40097582400506,438.997022260549,438.1552595984913
0.23999999999999996,-0.000239117445234,-0.000114977513566,10.0659926393,6.2810031473,0.00435466512549,0.0,-0.00397581703903,-0.00192792900187,0.587798939028,-0.0161492523677,0.0237683578107,0.0,455.9033874529197,455.0061329281856,456.1301238866462,456.18481164475054
0.3,-0.000580672156188,-0.000283456139504,10.1059199472,6.27981256023,0.00567036765941,0.0,-0.00756029198483,-0.00380538382682,0.743021769203,-0.0285016468083,0.0179684800497,0.0,454.5066430633397,454.0416422704239,455.15584319745955,454.1663543135839
0.36000000000000004,-0.00115206522132,-0.000585834139932,10.1529099511,6.27807293705,0.00672246933271,0.0,-0.0115913701698,-0.0064445563554,0.823255572691,-0.0299963151292,0.0166537777842,0.0,431.1737090887985,431.0625782304146,431.2824600528846,431.155943640291
0.4200000000000001,-0.00197096049046,-0.00106982776658,10.2025240966,6.27631815655,0.00754175881864,0.0,-0.0157860866463,-0.00984539401128,0.830542444822,-0.0277873149103,0.00685738727405,0.0,407.66839600363227,406.7921316999927,406.94347910665977,407.140798314178
0.48000000000000015,-0.0031174597526,-0.00184799592611,10.2608469683,6.27418549633,0.00806375771699,0.0,-0.0224893405606,-0.0163263536245,1.11331916588,-0.0593605085714,0.0121516718401,0.0,491.9790322405541,492.3706940880745,493.44248680626555,491.10584836123724
0.5400000000000001,-0.00466702737465,-0.00306330269119,10.3343894383,6.27025709362,0.00891103685743,0.0,-0.0292562471822,-0.0246274751506,1.33785551963,-0.0819403473174,0.0177951048943,0.0,475.2057087127766,475.63793461354527,477.5010262248084,475.77252132029696
0.6000000000000002,-0.00664247951369,-0.00487543891119,10.4211704838,6.26497838878,0.00982090817662,0.0,-0.0367083923629,-0.0363763677936,1.55456660257,-0.104157547662,0.00930253104417,0.0,474.745263980895,474.0931407661799,474.96053316739767,473.24754181856866
0.6600000000000003,-0.00904772967139,-0.00745374090799,10.5172160471,6.25843378801,0.0102690634252,0.0,-0.0435164116052,-0.0502071489083,1.64680950201,-0.121375113363,0.00352437655906,0.0,436.8423836967733,436.3602281906546,437.8795851753242,436.4341070943536
0.7200000000000003,-0.0118922277332,-0.0110572324022,10.6210053207,6.25104776911,0.0105143992299,0.0,-0.0513232385617,-0.0707218375338,1.81256141694,-0.126791577436,0.00519484838834,0.0,460.5048472107029,460.6368775155688,459.6511740553625,459.2085404202025
0.7800000000000004,-0.0151918590714,-0.015998905036,10.7329089655,6.24330929077,0.0109129472965,0.0,-0.0586993750508,-0.0947824455761,1.91736072076,-0.133737957794,0.00939106455368,0.0,441.5435395806103,441.88945890523604,442.12896548326484,441.54094830830445
0.8400000000000004,-0.0189293145867,-0.0224933875874,10.8498046228,6.23526707589,0.010969767268,0.0,-0.0659218916774,-0.122469667612,1.97902051415,-0.13464095794,-0.0269437912315,0.0,430.39895819229736,427.3128810268445,428.0145434298326,427.920369449126
0.9000000000000005,-0.0231175667177,-0.0309198321586,10.9726913256,6.22722428935,0.0091472708387,0.0,-0.073499958169,-0.159266996713,2.11691213789,-0.132884413578,-0.0383130360439,0.0,452.3382688466769,451.4215175163354,453.7189488502379,453.8437854961557
0.9600000000000005,-0.0277144870799,-0.0417049510262,11.1034240983,6.21881062716,0.00689998436644,0.0,-0.0794887397008,-0.201080454667,2.24055937951,-0.161914233719,-0.0357916352884,0.0,449.21808778912896,449.42184303897665,449.9752563752893,447.60030470107785
1.0200000000000005,-0.0326252786439,-0.0552050207494,11.2418545592,6.20875299668,0.00492073644282,0.0,-0.0839823410883,-0.249956695648,2.37344546183,-0.182599125252,-0.02789926654,0.0,452.4327274787593,453.0672826394592,453.1938856919338,451.5014541590692
1.0800000000000005,-0.0377358993497,-0.0713767824746,11.3819351277,6.19831179425,0.00383763740102,0.0,-0.0862716362257,-0.289921662828,2.29599536646,-0.160831824666,-0.00337139408582,0.0,382.1703289704833,384.50099944278844,381.6972471390758,383.7339574045393
1.1400000000000006,-0.042977478998,-0.0902524223017,11.51907056,6.18845559446,0.00371916169769,0.0,-0.0884344575968,-0.340089673674,2.27514415321,-0.172215812115,0.000682254015356,0.0,402.0934388585233,402.4605357761402,404.16871449956517,403.1125079560811
1.2000000000000006,-0.048366684973,-0.11280636391,11.660076938,6.17809457849,0.00363413435979,0.0,-0.0912025951121,-0.41280971217,2.42463422705,-0.17363458098,-0.00598687464987,0.0,458.6208016169869,458.09083881046297,458.5433986140841,458.40302733046497
